Gene_ID,Genes,AMP_log2FC,TET_log2FC,KAN_log2FC,CHL_log2FC,CPR_log2FC,DOX_log2FC,ERY_log2FC,FOX_log2FC,TRM_log2FC,NAL_log2FC,NIT_log2FC,TOB_log2FC,AMP_pvalue,TET_pvalue,KAN_pvalue,CHL_pvalue,CPR_pvalue,DOX_pvalue,ERY_pvalue,FOX_pvalue,TRM_pvalue,NAL_pvalue,NIT_pvalue,TOB_pvalue,AMP_qvalue,TET_qvalue,KAN_qvalue,CHL_qvalue,CPR_qvalue,DOX_qvalue,ERY_qvalue,FOX_qvalue,TRM_qvalue,NAL_qvalue,NIT_qvalue,TOB_qvalue
b3774,ilvC,-0.020225262,-1.080571925,-0.135,-1.501,2.48,0.291,-2.25,-0.625,0.887,-3.773,-0.606,-0.066,0.425757654,0.010025808,0.673416404,8.76E-05,6.02E-08,0.367007856,3.01E-07,0.060218994,0.010055227,2.48E-11,0.067831076,0.836511717,0.795338416,0.113260743,0.801313317,0.001679866,3.70E-06,0.744530598,7.71E-06,0.246496417,0.140316118,2.13E-09,0.213816527,0.901084552
b0172,frr,0.421703817,-0.548439304,-0.425,-0.167,0.318,-0.128,0.401,0.769,0.684,-0.767,-0.283,0.56,0.357945388,0.590489208,0.192067186,0.602488302,0.325068997,0.689385337,0.217458364,0.023221529,0.041178809,0.023544029,0.380097729,0.089835035,0.723284361,0.838083041,0.348673814,0.763899295,0.428309794,0.928349887,0.381484101,0.134509609,0.274325325,0.100389126,0.634184798,0.289474628
b0882,clpA,-0.359600815,-1.454903887,-1.043,-0.357,-1.27,1.112,1.27,-0.2,0.316,-0.611,0.552,0.738,0.740630536,0.004974349,0.003143384,0.270563951,0.000540501,0.001852239,0.000540501,0.533326874,0.32805705,0.06575009,0.094231529,0.028709378,0.994783367,0.068050892,0.024744075,0.512735388,0.003484216,0.028431864,0.003191034,0.734615587,0.616916839,0.230814269,0.260622337,0.131384445
b3316,rpsS,0.291677273,1.785103939,0.331,-0.152,0.875,-0.525,-1.201,-1.133,-0.377,-0.434,-2.001,0.201,0.438373439,0.212999599,0.306107571,0.635294353,0.010969636,0.110449286,0.000928015,0.001574775,0.245346898,0.183166878,1.86E-06,0.531299571,0.852004291,0.625196617,0.472236302,0.764844574,0.034970437,0.440362737,0.005180012,0.020143996,0.545807955,0.446287552,5.71E-05,0.724928748
b1680,sufS,2.254992927,-2.413627671,-0.893,-0.241,-0.158,-0.106,0.749,-0.168,-2,-1.601,-0.585,1.4,0.000216752,0.165471216,0.009625599,0.45373996,0.622074952,0.740511243,0.026638377,0.600330393,1.87E-06,3.99E-05,0.077213689,0.00019411,0.002163761,0.589328007,0.060307323,0.675178161,0.694461856,0.928349887,0.075027356,0.780938265,8.22E-05,0.000510676,0.232398065,0.001702618
b0413,nrdR,0.382234719,-0.167968055,0.307,-1.21,-1.114,0.123,0.693,-0.006,0.396,-0.709,0.271,-0.225,0.658756763,0.782064766,0.341737858,0.000865004,0.001823875,0.700883289,0.038807964,0.985025752,0.223059095,0.034896398,0.400298876,0.483921318,0.985420214,0.937563566,0.516815382,0.010213696,0.0087489,0.928349887,0.102707284,0.988244791,0.514880769,0.14284259,0.643412329,0.702022715
b3313,rplP,0.748610346,2.235464202,0.464,-0.288,0.945,-0.728,-1.588,-0.137,0.152,-0.923,-1.421,0.329,0.306303564,0.143186248,0.155837437,0.371881075,0.00656738,0.030719267,4.42E-05,0.668882125,0.635294353,0.007726696,0.000164477,0.308972803,0.781094497,0.548971877,0.310662942,0.600881526,0.02371983,0.222299315,0.000437736,0.818114791,0.832189595,0.048145458,0.001930108,0.567991919
b3301,rplO,0.312306549,0.537276633,0.673,0.09,0.244,-0.716,-0.368,0.123,-0.178,0.121,-1.48,0.596,0.443738777,0.416387734,0.044253618,0.778493587,0.448209409,0.033300689,0.256468918,0.700883289,0.578959123,0.7055032,0.000103296,0.072166825,0.723284361,0.738323549,0.129389151,0.856621975,0.543874659,0.231346234,0.423311602,0.846587755,0.81641124,0.921657371,0.001510094,0.256233608
b0677,0gA,-0.040840406,-1.566576888,-0.079,-0.083,-0.246,-0.112,-0.652,0.09,-0.171,-0.315,-0.374,-0.273,0.814779744,0.12450217,0.804944385,0.795296483,0.444545156,0.726434095,0.050702281,0.778493587,0.593879128,0.329558181,0.249013495,0.396884971,0.980450035,0.511330963,0.867080442,0.865801491,0.543726545,0.928349887,0.127586886,0.885176041,0.81641124,0.602228343,0.480157073,0.630214128
b0408,secD,0.903517666,0.547501265,0.507,-0.418,0.139,-0.3,-0.51,1.397,0.014,0.104,0.222,-0.025,0.129216845,0.36589329,0.122519662,0.19922129,0.664360688,0.352644081,0.12043466,0.000198758,0.965069808,0.745224581,0.489707167,0.937671145,0.612252001,0.699740724,0.255874397,0.432956578,0.733664501,0.726588812,0.24324632,0.004498197,0.980336412,0.932046716,0.731386932,0.963977112
b3172,argG,-0.348977793,0.248697996,-1.687,-0.125,0.277,0.359,-0.462,0.304,-0.606,0.744,-0.026,-0.702,0.356265821,0.793608298,2.04E-05,0.696275145,0.39011355,0.267959902,0.157550754,0.346383489,0.067831076,0.027562095,0.935183734,0.036561384,0.819376553,0.944985733,0.000522163,0.812361231,0.494896115,0.618523985,0.310051804,0.586912346,0.359036902,0.115911823,0.983212804,0.153758149
b0407,yajC,0.46550699,0.38351452,0.391,-0.616,0.209,-0.183,0.192,0.879,0.486,-0.173,-0.106,-0.448,0.202108914,0.715971092,0.228769209,0.063725402,0.515232367,0.568418097,0.549694168,0.010656418,0.13797004,0.589597154,0.740511243,0.16997351,0.683736675,0.897688968,0.385890918,0.21784176,0.601430938,0.847108523,0.688149584,0.095598493,0.454862432,0.845823955,0.871022803,0.407670842
b4177,purA,1.172607538,-1.286585312,0.765,-0.542,-0.548,0.816,0.425,-0.983,0.019,0.506,0.588,-0.581,0.028300307,0.26134753,0.023870667,0.099984522,0.096497903,0.016726257,0.192067186,0.004946682,0.952608334,0.123221311,0.075807715,0.079123513,0.109577501,0.677590364,0.09154139,0.28687148,0.173244773,0.153045979,0.353081594,0.050621048,0.977385406,0.350267985,0.230425431,0.269262986
b4389,radA,-0.077376836,-0.103952501,0.256,0.166,0.567,0.095,-0.872,-0.451,0.151,0.529,0.174,-0.381,0.108993023,0.607227388,0.426499092,0.60464993,0.086133634,0.766558235,0.011210247,0.167247512,0.637509852,0.107907302,0.587461873,0.240521117,0.489380738,0.850246088,0.595160097,0.763899295,0.163228554,0.928349887,0.037408106,0.421966558,0.832189595,0.330503882,0.772546153,0.478763191
b0436,tig,0.936301549,0.659025611,0.744,-0.437,0.48,-0.251,0.264,1.01,0.475,-0.162,-0.459,0.545,0.493184364,0.252689815,0.027562095,0.180273556,0.142667877,0.43546462,0.412395103,0.004037071,0.146682022,0.613333318,0.160149222,0.098228042,0.945520504,0.606554315,0.096154126,0.422473143,0.228119991,0.805347219,0.583218072,0.044937077,0.454862432,0.850371991,0.35821787,0.30156009
b3771,ilvD,1.995459202,1.678344173,-0.371,0.771,2.041,0.114,-1.488,-0.987,0.637,-0.296,0.572,-0.312,0.035878435,0.087039233,0.252720783,0.022903119,1.38E-06,0.721763231,9.70E-05,0.004800432,0.055809512,0.35898057,0.083570849,0.334090003,0.358700899,0.449967023,0.417125163,0.108173192,3.03E-05,0.928349887,0.000763465,0.050621048,0.317287409,0.62540678,0.239778042,0.581463034
b3730,glmU,-0.085653717,-0.457196661,-0.018,0.163,0.715,-0.04,0.459,-0.055,0.159,0.058,-0.029,-0.439,0.827765996,0.492862555,0.955099745,0.611156971,0.0335245,0.90044248,0.160149222,0.863445953,0.619884139,0.856081978,0.927725651,0.178364866,0.952591661,0.786781522,0.967041541,0.764844574,0.082336172,0.976041765,0.310906076,0.951999096,0.820277719,0.948709046,0.983212804,0.413014789
b2029,gnd,-0.802838326,-0.867384074,-1.527,-0.859,0.677,0.365,-0.49,0.137,0.351,0.23,-0.29,0.198,0.068992765,0.108936448,7.14E-05,0.012311747,0.043112365,0.260258053,0.134909318,0.668882125,0.278486929,0.474366656,0.368627527,0.537393957,0.334295302,0.482071174,0.001460348,0.071829782,0.099515009,0.614609403,0.268712559,0.818114791,0.565880005,0.728152817,0.630049939,0.729542511
b1647,ydhF,-0.116418454,-2.831370556,0.944,0.437,-0.012,0.732,1.325,0.703,-0.986,1.01,0.098,-1.026,0.867382678,0.04610478,0.006616253,0.180273556,0.970057128,0.029900332,0.000350647,0.036319192,0.004836599,0.004037071,0.759425061,0.003576716,0.99097851,0.304454796,0.045473347,0.422473143,0.970057128,0.222299315,0.00219691,0.171538338,0.078149253,0.028822807,0.883119295,0.023870695
b2716,ascB,0.610791665,-1.43369531,-0.719,-0.391,-0.223,-0.062,-0.528,-0.387,0.186,0.027,-0.213,-0.134,0.181346687,0.399776062,0.032637405,0.228769209,0.48777415,0.846284208,0.108538126,0.233416656,0.562140765,0.932696998,0.507300709,0.675688312,0.647764018,0.754087854,0.10547035,0.459033641,0.580413426,0.962256488,0.223632247,0.487475601,0.806435583,0.982474545,0.740359422,0.823159967
b1262,trpC,-3.901999916,0.173799667,-3.693,2.705,2.105,-2.898,0.681,-0.435,-0.347,-1.508,2.11,-1.873,1.17E-07,0.212409074,3.79E-11,1.33E-08,8.62E-07,3.86E-09,0.041997688,0.182198387,0.283861631,8.29E-05,8.31E-07,4.88E-06,8.03E-06,0.565201261,1.16E-08,5.85E-07,2.21E-05,3.95E-07,0.110199062,0.426782939,0.565880005,0.000942108,3.19E-05,7.14E-05
b0437,clpP,0.610206298,1.667567968,-0.253,-1.003,-0.742,0.197,-0.827,0.826,0.112,-0.46,-0.001,0.312,0.541383211,0.053778768,0.431864569,0.004256035,0.027939757,0.539433713,0.015473601,0.015583739,0.726434095,0.159279254,0.99750414,0.334090003,0.979726352,0.389816348,0.597014904,0.032665071,0.072690724,0.845966739,0.048473424,0.109371696,0.86051346,0.421540784,0.99750414,0.581463034
b1713,pheT,0.183702173,0.147724511,-0.036,-0.159,0.422,-0.006,-0.565,0.485,-0.31,0.302,-0.611,-0.427,0.650965325,0.580308629,0.910350961,0.619884139,0.195108203,0.985025752,0.087177544,0.138744073,0.337134919,0.349504297,0.06575009,0.190060569,0.855697864,0.825582047,0.934708177,0.764844574,0.293618718,0.994746401,0.189612643,0.390774591,0.621672811,0.613130395,0.21026331,0.41381982
b0525,ppiB,1.434488741,-0.584144799,0.06,-0.296,0.102,0.445,-0.439,1.625,0.646,-0.22,-0.3,0.24,0.25975878,0.404315049,0.851180031,0.35898057,0.749948112,0.172734899,0.178364866,3.31E-05,0.052692936,0.493586358,0.352644081,0.455592564,0.860643687,0.735361791,0.897980307,0.591962567,0.80755346,0.552391811,0.335938735,0.001015861,0.311090989,0.749401389,0.615123483,0.685622142
b3640,dut,-0.304558712,0.789935631,0.57,-0.959,0.259,-0.392,-0.252,-0.608,0.938,-0.153,0.305,0.113,0.491382044,0.503495907,0.08458796,0.005918454,0.42117526,0.227618392,0.433662292,0.066991848,0.006916886,0.633082331,0.344830201,0.724097294,0.762051569,0.807350782,0.199434012,0.043261078,0.525613028,0.57677084,0.595962283,0.268508253,0.101118284,0.85998352,0.604930696,0.85637545
b3067,rpoD,-0.841272826,-0.887779191,-0.279,-1.037,0.512,-0.029,-0.57,0.333,0.528,-0.348,-0.113,0.499,0.23371004,0.398032809,0.386756081,0.003290166,0.119061172,0.927725651,0.08458796,0.303261169,0.108538126,0.282510983,0.724097294,0.128227005,0.724807574,0.74510705,0.567369812,0.025899514,0.203105555,0.977262724,0.186823767,0.564249568,0.416515059,0.561259289,0.869971163,0.347127841
b1430,tehB,-0.962402452,-1.357881986,-0.126,-0.328,0.417,0.529,0.036,0.581,0.418,-0.347,-0.339,-0.784,0.273243986,0.13892658,0.693975535,0.310412487,0.200260046,0.107907302,0.910350961,0.079123513,0.19922129,0.283861631,0.294834723,0.020930051,0.81023368,0.538211558,0.807009429,0.555903086,0.29990163,0.440362737,0.940399177,0.279205958,0.501319147,0.561259289,0.548571273,0.1060712
b2699,recA,-0.996747125,-0.159048267,-0.335,-0.429,-0.244,0.122,0.56,-0.04,0.466,0.173,-0.188,0.036,0.408067307,0.248361476,0.300433576,0.188070451,0.448209409,0.703191784,0.089835035,0.90044248,0.154139224,0.589597154,0.557975802,0.910350961,0.936793863,0.599261539,0.468188364,0.427686136,0.543874659,0.928349887,0.192862627,0.956525403,0.459424677,0.845823955,0.757432945,0.957115565
b2609,rpsP,0.012924147,0.860401734,0.569,0.32,0.845,-0.452,0.508,-0.349,-0.108,-0.443,-0.466,0.371,0.976940546,0.228822267,0.085100507,0.322099878,0.013611823,0.166346665,0.121821345,0.281164986,0.735808269,0.174595611,0.154139224,0.252720783,0.995294399,0.606936417,0.199434012,0.555903086,0.040968917,0.549122863,0.244438907,0.537187724,0.862814363,0.439351252,0.350524013,0.490361282
b3960,argH,1.0878737,0.699151938,-2.154,-1.099,-0.092,-0.211,-0.236,0.218,-0.653,0.859,0.209,-0.278,0.034936806,0.533640887,6.03E-07,0.002047403,0.773712571,0.511257972,0.463048223,0.497483032,0.05037711,0.012311747,0.515232367,0.38843246,0.144936005,0.808328831,2.64E-05,0.019642273,0.824756109,0.845966739,0.617885231,0.707070791,0.303250446,0.0619624,0.741403301,0.623775312
b1702,ppsA,1.020922556,1.373433271,-0.418,-0.437,1.606,0.183,-0.777,-1.365,1.018,-0.099,-2.259,0.197,0.04314313,0.009384838,0.19922129,0.180273556,3.84E-05,0.568418097,0.02197198,0.000255824,0.003800153,0.757052143,2.83E-07,0.539433713,0.170539437,0.093139874,0.35333238,0.422473143,0.00046407,0.847108523,0.06452326,0.005235858,0.064813725,0.932046716,1.74E-05,0.729542511
b0642,leuS,1.047541872,-0.001478332,-0.027,-0.28,0.188,0.087,0.035,-0.114,-0.142,-0.053,0.039,-0.004,0.24011898,0.895602156,0.932696998,0.385084416,0.557975802,0.785681848,0.912830471,0.721763231,0.65760293,0.868362352,0.902918115,0.990016821,0.808910082,0.97153881,0.950666909,0.615733936,0.641567682,0.928349887,0.940399177,0.851715974,0.837693359,0.948709046,0.982177352,0.990016821
b0243,proA,-0.019521688,-0.506609113,-0.273,-0.348,0.96,0.633,-0.954,0.048,0.34,0.089,0.755,0.009,0.86983685,0.29008306,0.396884971,0.282510983,0.005874535,0.057246443,0.006142816,0.880676688,0.293446729,0.780887465,0.025567557,0.977540386,0.980450035,0.630627421,0.572036085,0.525641647,0.022265213,0.313833179,0.022998103,0.951999096,0.573809845,0.932046716,0.107523835,0.983238038
b0406,tgt,1.490032078,0.847019008,0.82,-0.159,0.479,-0.496,0.163,1.235,0.184,-0.258,-0.691,-0.482,0.095265823,0.212241265,0.016260149,0.619884139,0.143463438,0.130423325,0.611156971,0.000711297,0.566321685,0.422945235,0.039323881,0.141087587,0.599279421,0.590959628,0.071312369,0.764844574,0.228203499,0.465457011,0.724421584,0.011493062,0.808654685,0.687006282,0.149042363,0.362965922
b4147,efp,-0.421957024,-0.299250332,0.471,0.179,0.475,-0.152,-0.207,-0.39,0.345,0.308,-0.023,0.534,0.685986192,0.339923227,0.149959245,0.576843101,0.146682022,0.635294353,0.51922381,0.229924437,0.286576898,0.340198802,0.942647888,0.104799421,0.99410576,0.680524251,0.302878211,0.74329692,0.23212052,0.892712475,0.661417882,0.48590968,0.567607145,0.607215304,0.983212804,0.306413545
b3066,d0G,-0.358444192,0.177858368,-0.017,-0.011,0.401,0.108,-0.419,-0.635,0.208,0.164,0.437,0.481,0.419354864,0.778596249,0.957591624,0.97255127,0.217458364,0.735808269,0.198186736,0.056523927,0.517225963,0.60898428,0.180273556,0.14187593,0.749906361,0.944088382,0.967041541,0.977540386,0.319424486,0.928349887,0.355808935,0.237710213,0.770817333,0.850371991,0.384333206,0.362965922
b1658,purR,-0.935460348,0.0505519,0.18,0.431,1.249,0.151,-1.147,0.446,0.358,1.05,0.812,1.226,0.512399333,0.825877988,0.574730974,0.186096762,0.000637364,0.637509852,0.001412881,0.171810488,0.269259623,0.002980164,0.01720484,0.000763241,0.946164995,0.934463822,0.731780298,0.426356015,0.003913415,0.892712475,0.0069386,0.421966558,0.565880005,0.023459242,0.077674792,0.006166186
b3386,rpe,-0.537565854,0.119038576,0.12,-0.491,0.113,0.146,-0.269,-0.261,0.738,0.177,-0.288,0.529,0.310758537,0.510711741,0.707817518,0.134152939,0.724097294,0.648638889,0.403731542,0.41764924,0.028709378,0.581079025,0.371881075,0.107907302,0.771634372,0.798758934,0.813857595,0.36127151,0.788039814,0.896991617,0.581657267,0.647029384,0.246493707,0.841468211,0.630049939,0.311413129
b3772,ilvA,1.172832032,2.111824021,-0.452,0.69,2.242,0.096,-1.35,-0.832,0.467,-0.216,0.318,-0.557,0.059655937,0.093512444,0.166346665,0.03958416,3.19E-07,0.76417813,0.000287943,0.014933775,0.153295756,0.501397114,0.325068997,0.091462667,0.478543649,0.495629217,0.324671348,0.16422077,1.09E-05,0.928349887,0.001870899,0.109158787,0.459424677,0.750872752,0.586281412,0.289474628
b0522,purK,2.342105971,1.341620848,1.323,-0.711,2.16,-0.522,-0.898,0.492,-0.445,1.707,0.681,-0.787,0.238777998,0.01574956,0.000356215,0.034433521,5.77E-07,0.1123887,0.009280949,0.133400059,0.172734899,1.75E-05,0.041997688,0.02049771,0.851140865,0.1113169,0.005335937,0.14682071,1.61E-05,0.442350397,0.032014062,0.382745963,0.471810831,0.000268239,0.153491551,0.1060712
b3183,obgE,-0.261818727,0.549318743,0.127,0.562,0.853,-0.016,0.254,-0.704,-0.212,0.863,-0.113,0.306,0.547269864,0.249428024,0.691678926,0.088763806,0.012853896,0.960083944,0.430071458,0.036078458,0.509277194,0.011962382,0.724097294,0.343281658,0.800099208,0.595443313,0.807009429,0.262023928,0.03935197,0.99345128,0.595962283,0.171538338,0.770817333,0.061207519,0.869971163,0.58875681
b0416,nusB,-0.178765162,0.706433617,0.751,-0.845,0.287,-0.385,0.136,0.495,-0.33,0.158,0.191,-0.767,0.159912543,0.135761493,0.026276933,0.013611823,0.373514948,0.235766984,0.671147669,0.131162311,0.307537832,0.622074952,0.551758508,0.023544029,0.551009223,0.46877379,0.094906098,0.075978719,0.477787871,0.579043713,0.765956633,0.382026037,0.592841566,0.852575939,0.757432945,0.114730429
b0415,ribE,-0.519313695,0.595106679,0.701,-0.779,0.024,-0.286,0.956,0.43,-0.309,-0.006,0.22,-0.437,0.163817381,0.196721583,0.036805041,0.02166948,0.940159205,0.375153551,0.006052109,0.187081557,0.338664489,0.985025752,0.493586358,0.180273556,0.482424274,0.536898205,0.116065334,0.107069805,0.949437092,0.744994699,0.022938239,0.426782939,0.621672811,0.993996771,0.731386932,0.413014789
b0659,ybeY,-0.830922753,-0.932958519,0.167,-1.134,-0.298,-0.199,0.781,-0.17,-0.552,-0.27,-0.202,-0.222,0.237867668,0.119268834,0.602488302,0.001562631,0.35580284,0.53535834,0.021370847,0.59602579,0.094231529,0.402012866,0.529276443,0.489707167,0.766180751,0.486067968,0.745822213,0.016670893,0.458955764,0.845966739,0.063697573,0.778637947,0.413902973,0.674415026,0.74478981,0.702022715
b2316,accD,-0.138723692,0.272648564,-0.042,-0.278,0.488,-0.042,0.007,0.14,0.169,0.11,0.145,0.927,0.733800168,0.596062039,0.895494333,0.38843246,0.136432617,0.895494333,0.982530439,0.66210483,0.598176217,0.731115831,0.650874885,0.007502306,0.90949832,0.843512288,0.933319399,0.617869249,0.22161277,0.976041765,0.985741323,0.816330052,0.81641124,0.930464636,0.822298723,0.047004245
b4005,purD,0.121786242,0.463688343,1.887,-0.245,1.194,-0.831,-1.826,-0.607,0.161,1.708,-1.228,-1.392,0.781257289,0.326319071,4.39E-06,0.446375,0.000980135,0.015040306,6.99E-06,0.067410317,0.615513306,1.73E-05,0.000751383,0.000206754,0.937957386,0.654605037,0.000149702,0.675059729,0.005470936,0.148947549,9.75E-05,0.268508253,0.818019848,0.000268239,0.006590705,0.001763153
b3703,rpmH,-0.537479199,-0.061028193,0.829,0.148,1.206,-0.073,-0.002,-0.471,0.629,-0.392,0.373,0.505,0.246654401,0.385124384,0.015255511,0.644177034,0.00089247,0.819475352,0.995008306,0.149959245,0.058716073,0.227618392,0.250244729,0.123926301,0.715879678,0.716815678,0.071312369,0.772509178,0.005073856,0.945785462,0.995008306,0.4074114,0.327742443,0.502725514,0.480157073,0.339690842
b3829,metE,3.017999991,-0.320058476,-0.128,3.412,0.588,-0.812,1.743,-3.004,-1.944,1.973,0.396,3.611,2.46E-05,0.401590963,0.689385337,1.79E-10,0.075807715,0.01720484,1.32E-05,2.00E-09,2.85E-06,2.29E-06,0.223059095,5.91E-11,0.000224099,0.710601698,0.807009429,1.83E-08,0.151071491,0.153045979,0.000169163,2.28E-07,0.000109466,4.40E-05,0.450520672,6.05E-09
b2946,rsmE,-0.120908574,1.602458659,-0.355,0.021,0.852,-0.191,-0.775,-0.526,0.502,0.402,-0.188,0.577,0.842671112,0.090647696,0.273186447,0.94762702,0.012946414,0.551758508,0.022278389,0.109809107,0.126061426,0.216351262,0.557975802,0.081074152,0.985420214,0.471289043,0.443747297,0.975538619,0.03935197,0.845966739,0.06452326,0.347540165,0.439782474,0.488381157,0.757432945,0.269262986
b3702,d0A,-0.519864645,-0.365080242,0.226,0.525,0.377,0.282,-0.149,-0.54,0.519,-0.31,0.824,0.12,0.410518705,0.67476547,0.482001521,0.110449286,0.245346898,0.381755238,0.641951209,0.101170284,0.114356657,0.337134919,0.015806224,0.707817518,0.85709802,0.890033126,0.646176712,0.311081933,0.339286026,0.744994699,0.749099809,0.326939758,0.41772943,0.605265614,0.072425533,0.848828039
b3256,accC,-0.428013372,0.912799902,1.353,-0.051,0.822,-0.208,-0.23,0.369,0.061,0.487,-0.537,0.203,0.369717015,0.082979068,0.000281212,0.873284185,0.016031682,0.517225963,0.474366656,0.255214992,0.848731342,0.137199558,0.1029713,0.5272575,0.752664917,0.294617941,0.004543797,0.93740645,0.046761131,0.845966739,0.625023877,0.512098055,0.911050776,0.376073788,0.272518871,0.724928748
b3225,0,-2.26893532,-1.148889613,0.349,1.683,0.506,0.536,1.407,0.405,-0.786,2.506,0.004,-2.257,7.39E-05,0.406959302,0.281164986,2.11E-05,0.123221311,0.103577648,0.000183682,0.213055911,0.020640893,5.04E-08,0.990016821,2.87E-07,0.001641029,0.751121658,0.449571097,0.000497218,0.205592078,0.440362737,0.001342624,0.462986361,0.207275021,1.49E-06,0.996508735,6.29E-06
b2914,rpiA,-0.890358887,-1.780233277,0.08,-1.133,-0.506,0.346,1.167,-1.018,-0.092,-0.311,-0.467,0.349,0.238205129,0.149804924,0.802529372,0.001574775,0.123221311,0.285216935,0.001209593,0.003800153,0.773712571,0.33561009,0.153295756,0.281164986,0.808910082,0.587037043,0.867080442,0.016670893,0.205592078,0.648604437,0.006279942,0.044871041,0.88299733,0.605265614,0.350524013,0.528846779
b2827,thyA,-0.517118576,0.187070268,-0.201,0.113,0.234,0.113,0.079,-0.308,0.457,-0.868,0.165,0.08,0.494445222,0.66896203,0.531299571,0.724097294,0.466803102,0.724097294,0.804944385,0.340198802,0.161900646,0.011538835,0.606815261,0.802529372,0.914680854,0.878217635,0.688223495,0.825982471,0.564206899,0.928349887,0.879423224,0.586912346,0.471054919,0.061076249,0.782740694,0.886246464
b1090,plsX,0.001142644,0.200927195,0.701,0.516,0.94,-0.202,0.115,0.007,-0.086,0.109,-0.029,-0.114,0.627821578,0.122694426,0.036805041,0.116353445,0.006815251,0.529276443,0.719431927,0.982530439,0.788082307,0.733460722,0.927725651,0.721763231,0.887673861,0.463213965,0.116065334,0.324486254,0.024328861,0.845966739,0.809031508,0.988244791,0.88299733,0.930464636,0.983212804,0.85637545
b2892,recJ,0.2624944,0.019771552,-0.276,-0.367,-0.263,-0.014,-0.702,-0.561,-0.114,0.093,-0.499,0.015,0.470022368,0.681546571,0.391799349,0.2577274,0.414141823,0.965069808,0.036561384,0.089298041,0.721763231,0.771325478,0.128227005,0.962576681,0.867819902,0.885727978,0.567369812,0.500774126,0.521071884,0.99345128,0.097602999,0.297983681,0.86051346,0.932046716,0.314925525,0.975283964
b3302,rpmD,0.052456366,0.783947258,0.747,0.363,0.181,-0.545,-0.255,-0.101,0.425,-0.564,-1.439,0.223,0.90294929,0.226402823,0.027004392,0.262806994,0.572622755,0.098228042,0.428282964,0.752313646,0.192067186,0.087703568,0.000142708,0.48777415,0.99410576,0.60365651,0.095943249,0.507432372,0.653513701,0.437043609,0.595962283,0.867742587,0.491371885,0.28643612,0.001752452,0.702022715
b0892,rarA,-0.347247815,0.452175405,0.271,-0.317,-0.223,0.116,-0.357,0.164,-0.121,-0.437,0.012,-0.777,0.318449146,0.343754777,0.400298876,0.326560656,0.48777415,0.717103404,0.270563951,0.60898428,0.7055032,0.180273556,0.970057128,0.02197198,0.643396495,0.668265055,0.574260537,0.555903086,0.580413426,0.928349887,0.437174383,0.783145805,0.86051346,0.44511058,0.989393815,0.108796738
b2296,ackA,-0.960179943,-0.153123012,0.406,-0.094,0.978,0.977,-0.152,-0.145,0.698,0.073,1.631,-0.814,0.06205066,0.693598876,0.211966086,0.768940692,0.005135538,0.005174133,0.635294353,0.650874885,0.037544882,0.819475352,3.16E-05,0.016963971,0.213609146,0.881325398,0.365581957,0.84915393,0.01995709,0.075640897,0.744409796,0.808982144,0.270051933,0.941398262,0.000570202,0.091367351
b0526,cysS,1.742945172,0.546512495,0.252,-1.071,0.874,0.007,-0.19,0.303,0.145,-0.009,0.572,-0.593,0.160769298,0.62590832,0.433662292,0.002538405,0.011049291,0.982530439,0.553826902,0.347941521,0.650874885,0.977540386,0.083570849,0.073513887,0.737619995,0.864527849,0.597014904,0.021646953,0.034970437,0.994746401,0.688149584,0.586912346,0.836061044,0.993724829,0.239778042,0.25646322
b1876,argS,-0.226583754,0.324407478,-0.107,-0.783,1.216,0.095,0.571,-0.308,0.228,0.05,0.605,0.283,0.616546379,0.489981407,0.73815845,0.021076036,0.000825362,0.766558235,0.084078077,0.340198802,0.478175207,0.875747077,0.068254136,0.380097729,0.859074907,0.789460359,0.827060745,0.107069805,0.004780868,0.928349887,0.186823767,0.586912346,0.748978514,0.952688533,0.213816527,0.61415791
b3984,rplA,0.156090798,1.115463072,1.034,0.189,0.516,-0.626,0.06,-0.596,0.347,-0.317,-0.518,0.419,0.804108256,0.094759743,0.00336603,0.555899338,0.116353445,0.05984011,0.851180031,0.072166825,0.283861631,0.326560656,0.115019036,0.198186736,0.985420214,0.459821914,0.025834277,0.732451059,0.202957429,0.316739894,0.894905032,0.270185551,0.565880005,0.602228343,0.296729781,0.42847414
b2103,thiD,0.069063683,-1.359530585,-0.493,-0.124,-0.101,0.256,0.112,-0.287,0.245,-0.138,-0.181,0.355,0.945605776,0.3424877,0.132650668,0.698577737,0.752313646,0.426499092,0.726434095,0.373514948,0.446375,0.666619792,0.572622755,0.273186447,0.996467513,0.717907335,0.275160507,0.812361231,0.80755346,0.801724817,0.813924333,0.602482518,0.722556313,0.88594059,0.757737869,0.52092074
b0911,rpsA,-0.209373052,1.14862503,1.153,-0.403,0.526,-0.528,0.066,0.361,-0.131,0.026,-0.729,-0.719,0.702940008,0.022888344,0.001348606,0.215248491,0.109809107,0.108538126,0.836511717,0.265374263,0.682522886,0.935183734,0.030512631,0.032637405,0.980450035,0.137382093,0.012546123,0.445770721,0.192636548,0.440362737,0.888132352,0.522242941,0.86051346,0.982474545,0.12325497,0.1411223
